Depot_ID,Depot_Name,District,Year,Month_Number,Month,Buses Allocated,Schedules Allocated,Passengers,Estimated Diesel Litres,Estimated CO2 (Tonnes),Effective KM,Observed Year Effective KM,Estimated EV Energy (MWh),Potential EV OPEX Saving (INR),Diesel Cost (INR/km),EV Cost (INR/km),Diesel Efficiency (km/litre),EV Energy Consumption (kWh/km),Passengers_per_Bus,Diesel_Litres_per_Bus,Diesel_Litres_per_Schedule,CO2_per_Bus_Tonnes,Terrain_Class,Terrain_Score
KSRTC-068,Palakkad,Palakkad,2023,4,April,155,11.51,671440,165299.47,443.003,674421.84,8156055.55,843.027,16186123.63,51,27,4.08,1.25,4331.870968,1066.448194,14361.3788,2.858083871,Rolling,0.75
KSRTC-068,Palakkad,Palakkad,2023,5,May,146,11.84,713079,171050.51,458.415,697886.08,8156055.55,872.358,16749266.14,51,27,4.08,1.25,4884.10274,1171.578836,14446.83361,3.139828767,Rolling,0.75
KSRTC-068,Palakkad,Palakkad,2023,6,June,151,11.25,624610,155554.5,416.886,634662.36,8156055.55,793.328,15231896.83,51,27,4.08,1.25,4136.490066,1030.162252,13827.06667,2.760834437,Rolling,0.75
KSRTC-068,Palakkad,Palakkad,2023,7,July,149,10.36,580473,148654.66,398.394,606511.01,8156055.55,758.139,14556264.09,51,27,4.08,1.25,3895.791946,997.6822819,14348.90541,2.673785235,Rolling,0.75
KSRTC-068,Palakkad,Palakkad,2023,8,August,153,11.49,688994,175466.4,470.25,715902.91,8156055.55,894.879,17181670.33,51,27,4.08,1.25,4503.228758,1146.839216,15271.22715,3.073529412,Rolling,0.75
KSRTC-068,Palakkad,Palakkad,2023,9,September,156,11.85,745412,175561.59,470.505,716291.29,8156055.55,895.364,17190991.29,51,27,4.08,1.25,4778.282051,1125.394808,14815.32405,3.016057692,Rolling,0.75
KSRTC-068,Palakkad,Palakkad,2023,10,October,155,12.17,735289,180743.59,484.393,737433.85,8156055.55,921.792,17698411.87,51,27,4.08,1.25,4743.8,1166.087677,14851.56861,3.125116129,Rolling,0.75
KSRTC-068,Palakkad,Palakkad,2023,11,November,152,11.7,689013,175162.77,469.436,714664.1,8156055.55,893.33,17151938.28,51,27,4.08,1.25,4532.980263,1152.386645,14971.17692,3.088394737,Rolling,0.75
KSRTC-068,Palakkad,Palakkad,2023,12,December,148,11.47,689732,163182.99,437.33,665786.6,8156055.55,832.233,15978878.41,51,27,4.08,1.25,4660.351351,1102.58777,14226.93897,2.954932432,Rolling,0.75
KSRTC-069,Chittur,Palakkad,2023,1,January,58,4.54,242704,64292.61,172.304,262313.85,3267892.75,327.892,6295532.08,51,27,4.08,1.25,4184.551724,1108.493276,14161.36784,2.970758621,Rolling,0.75
KSRTC-069,Chittur,Palakkad,2023,2,February,59,4.5,228206,65067.38,174.381,265474.91,3267892.75,331.844,6371397.87,51,27,4.08,1.25,3867.898305,1102.836949,14459.41778,2.955610169,Rolling,0.75
KSRTC-069,Chittur,Palakkad,2023,3,March,61,4.48,253579,65339.16,175.109,266583.77,3267892.75,333.23,6398010.97,51,27,4.08,1.25,4157.032787,1071.13377,14584.63393,2.870639344,Rolling,0.75
KSRTC-069,Chittur,Palakkad,2023,4,April,59,4.72,241812,66641.9,178.6,271898.95,3267892.75,339.874,6525574.77,51,27,4.08,1.25,4098.508475,1129.523729,14119.04661,3.027118644,Rolling,0.75
KSRTC-069,Chittur,Palakkad,2023,5,May,59,4.77,255211,69596.79,186.519,283954.9,3267892.75,354.944,6814917.64,51,27,4.08,1.25,4325.610169,1179.60661,14590.52201,3.161338983,Rolling,0.75
KSRTC-069,Chittur,Palakkad,2023,6,June,59,4.38,230099,64398.91,172.589,262747.55,3267892.75,328.434,6305941.42,51,27,4.08,1.25,3899.983051,1091.506949,14702.94749,2.925237288,Rolling,0.75
KSRTC-069,Chittur,Palakkad,2023,7,July,59,4.25,221258,61674.42,165.287,251631.63,3267892.75,314.54,6039159.19,51,27,4.08,1.25,3750.135593,1045.329153,14511.62824,2.801474576,Rolling,0.75
KSRTC-069,Chittur,Palakkad,2023,8,August,58,4.63,264301,69349.91,185.858,282947.63,3267892.75,353.685,6790743.26,51,27,4.08,1.25,4556.913793,1195.688103,14978.38229,3.204448276,Rolling,0.75
KSRTC-069,Chittur,Palakkad,2023,9,September,58,4.85,259387,72827.01,195.176,297134.2,3267892.75,371.418,7131221.04,51,27,4.08,1.25,4472.189655,1255.638103,15015.87835,3.365103448,Rolling,0.75
KSRTC-069,Chittur,Palakkad,2023,10,October,59,4.75,274028,69584.61,186.487,283905.21,3267892.75,354.882,6813724.88,51,27,4.08,1.25,4644.542373,1179.400169,14649.39158,3.16079661,Rolling,0.75
KSRTC-069,Chittur,Palakkad,2023,11,November,61,4.66,265035,68591.06,183.824,279851.52,3267892.75,349.814,6716436.21,51,27,4.08,1.25,4344.836066,1124.443607,14719.11159,3.013508197,Rolling,0.75
KSRTC-069,Chittur,Palakkad,2023,12,December,60,4.52,249705,63590.35,170.422,259448.63,3267892.75,324.311,6226766.68,51,27,4.08,1.25,4161.75,1059.839167,14068.6615,2.840366667,Rolling,0.75
KSRTC-070,Alathur,Palakkad,2023,1,January,55,4.0,154241,58544.49,156.899,238861.52,3068599.91,298.577,5732676.17,51,27,4.08,1.25,2804.381818,1064.445273,14636.1225,2.852709091,Flat/Rolling,0.9
KSRTC-070,Alathur,Palakkad,2023,2,February,53,4.06,144335,60626.32,162.479,247355.39,3068599.91,309.194,5936529.15,51,27,4.08,1.25,2723.301887,1143.89283,14932.59113,3.065641509,Flat/Rolling,0.9
KSRTC-070,Alathur,Palakkad,2023,3,March,55,4.1,160043,60719.55,162.728,247735.76,3068599.91,309.67,5945657.92,51,27,4.08,1.25,2909.872727,1103.991818,14809.64634,2.958690909,Flat/Rolling,0.9
KSRTC-070,Alathur,Palakkad,2023,4,April,53,4.34,164704,64665.8,173.304,263836.46,3068599.91,329.796,6332074.84,51,27,4.08,1.25,3107.622642,1220.109434,14899.95392,3.269886792,Flat/Rolling,0.9
KSRTC-070,Alathur,Palakkad,2023,5,May,51,4.37,164061,65822.49,176.404,268555.76,3068599.91,335.695,6445337.81,51,27,4.08,1.25,3216.882353,1290.637059,15062.35469,3.458901961,Flat/Rolling,0.9
KSRTC-070,Alathur,Palakkad,2023,6,June,55,4.0,151772,60180.6,161.284,245536.85,3068599.91,306.921,5892884.48,51,27,4.08,1.25,2759.490909,1094.192727,15045.15,2.932436364,Flat/Rolling,0.9
KSRTC-070,Alathur,Palakkad,2023,7,July,53,4.06,150201,56173.85,150.546,229189.31,3068599.91,286.487,5500543.49,51,27,4.08,1.25,2833.981132,1059.883962,13835.92365,2.840490566,Flat/Rolling,0.9
KSRTC-070,Alathur,Palakkad,2023,8,August,53,4.26,172320,62975.81,168.775,256941.3,3068599.91,321.177,6166591.55,51,27,4.08,1.25,3251.320755,1188.22283,14783.05399,3.184433962,Flat/Rolling,0.9
KSRTC-070,Alathur,Palakkad,2023,9,September,52,4.57,174829,66046.99,177.006,269471.72,3068599.91,336.84,6467321.15,51,27,4.08,1.25,3362.096154,1270.134423,14452.2954,3.403961538,Flat/Rolling,0.9
KSRTC-070,Alathur,Palakkad,2023,10,October,53,4.59,183655,68008.72,182.263,277475.58,3068599.91,346.844,6659413.73,51,27,4.08,1.25,3465.188679,1283.183396,14816.7146,3.438924528,Flat/Rolling,0.9
KSRTC-070,Alathur,Palakkad,2023,11,November,54,4.29,175513,66192.83,177.397,270066.75,3068599.91,337.583,6481602.12,51,27,4.08,1.25,3250.240741,1225.793148,15429.5641,3.28512963,Flat/Rolling,0.9
KSRTC-070,Alathur,Palakkad,2023,12,December,54,4.27,161665,62150.37,166.563,253573.51,3068599.91,316.967,6085764.02,51,27,4.08,1.25,2993.796296,1150.932778,14555.12178,3.0845,Flat/Rolling,0.9
KSRTC-071,Mannarkkad,Palakkad,2023,1,January,64,7.26,321282,96721.14,259.213,394622.25,4934461.7,493.278,9470934.41,51,27,4.08,1.25,5020.03125,1511.267813,13322.47107,4.050203125,Flat/Rolling,0.9
KSRTC-071,Mannarkkad,Palakkad,2023,2,February,67,7.32,329144,98467.04,263.892,401745.52,4934461.7,502.182,9641892.49,51,27,4.08,1.25,4912.597015,1469.657313,13451.78142,3.938686567,Flat/Rolling,0.9
KSRTC-071,Mannarkkad,Palakkad,2023,3,March,64,7.59,340058,100652.66,269.749,410662.85,4934461.7,513.329,9855908.81,51,27,4.08,1.25,5313.40625,1572.697813,13261.22003,4.214828125,Flat/Rolling,0.9
KSRTC-071,Mannarkkad,Palakkad,2023,4,April,65,7.55,348608,103859.72,278.344,423747.66,4934461.7,529.685,10169943.72,51,27,4.08,1.25,5363.2,1597.841846,13756.2543,4.282215385,Flat/Rolling,0.9
KSRTC-071,Mannarkkad,Palakkad,2023,5,May,65,7.59,362916,105073.06,281.596,428698.08,4934461.7,535.873,10288753.64,51,27,4.08,1.25,5583.323077,1616.508615,13843.61792,4.332246154,Flat/Rolling,0.9
KSRTC-071,Mannarkkad,Palakkad,2023,6,June,64,7.48,327777,92719.6,248.489,378295.97,4934461.7,472.87,9079102.88,51,27,4.08,1.25,5121.515625,1448.74375,12395.66845,3.882640625,Flat/Rolling,0.9
KSRTC-071,Mannarkkad,Palakkad,2023,7,July,66,6.9,296100,90546.39,242.664,369429.27,4934461.7,461.787,8866302.22,51,27,4.08,1.25,4486.363636,1371.915,13122.66522,3.676727273,Flat/Rolling,0.9
KSRTC-071,Mannarkkad,Palakkad,2023,8,August,64,7.79,356602,103868.27,278.367,423782.54,4934461.7,529.728,10170781.01,51,27,4.08,1.25,5571.90625,1622.941719,13333.53915,4.349484375,Flat/Rolling,0.9
KSRTC-071,Mannarkkad,Palakkad,2023,9,September,65,7.89,365096,107921.81,289.23,440320.98,4934461.7,550.401,10567703.93,51,27,4.08,1.25,5616.861538,1660.335538,13678.30292,4.449692308,Flat/Rolling,0.9
KSRTC-071,Mannarkkad,Palakkad,2023,10,October,64,8.01,386293,106521.46,285.478,434607.56,4934461.7,543.259,10430581.09,51,27,4.08,1.25,6035.828125,1664.397813,13298.5593,4.46059375,Flat/Rolling,0.9
KSRTC-071,Mannarkkad,Palakkad,2023,11,November,65,7.71,354286,103704.02,277.927,423112.4,4934461.7,528.891,10154698.1,51,27,4.08,1.25,5450.553846,1595.446462,13450.58625,4.2758,Flat/Rolling,0.9
KSRTC-071,Mannarkkad,Palakkad,2023,12,December,62,7.89,341718,99371.72,266.316,405436.62,4934461.7,506.796,9730479.18,51,27,4.08,1.25,5511.580645,1602.769677,12594.64132,4.295419355,Flat/Rolling,0.9
KSRTC-072,Cherpulassery,Palakkad,2023,1,January,47,3.25,305694,61547.93,164.948,251115.55,3088327.35,313.894,6026773.22,51,27,4.08,1.25,6504.12766,1309.530426,18937.82462,3.509531915,Flat/Rolling,0.9
KSRTC-072,Cherpulassery,Palakkad,2023,2,February,48,3.22,302279,61201.53,164.02,249702.24,3088327.35,312.128,5992853.93,51,27,4.08,1.25,6297.479167,1275.031875,19006.68634,3.417083333,Flat/Rolling,0.9
KSRTC-072,Cherpulassery,Palakkad,2023,3,March,47,3.26,331732,61966.66,166.071,252823.97,3088327.35,316.03,6067774.88,51,27,4.08,1.25,7058.12766,1318.439574,19008.17791,3.533425532,Flat/Rolling,0.9
KSRTC-072,Cherpulassery,Palakkad,2023,4,April,47,3.42,331855,63122.23,169.168,257538.7,3088327.35,321.923,6180928.65,51,27,4.08,1.25,7060.744681,1343.02617,18456.7924,3.599319149,Flat/Rolling,0.9
KSRTC-072,Cherpulassery,Palakkad,2023,5,May,47,3.45,336990,62907.2,168.591,256661.38,3088327.35,320.827,6159873.36,51,27,4.08,1.25,7170.0,1338.451064,18233.97101,3.587042553,Flat/Rolling,0.9
KSRTC-072,Cherpulassery,Palakkad,2023,6,June,47,3.23,302336,59081.94,158.34,241054.32,3088327.35,301.318,5785303.22,51,27,4.08,1.25,6432.680851,1257.062553,18291.62229,3.36893617,Flat/Rolling,0.9
KSRTC-072,Cherpulassery,Palakkad,2023,7,July,49,2.94,295533,56308.93,150.908,229740.43,3088327.35,287.176,5513770.91,51,27,4.08,1.25,6031.285714,1149.161837,19152.69728,3.079755102,Flat/Rolling,0.9
KSRTC-072,Cherpulassery,Palakkad,2023,8,August,48,3.46,334230,63598.42,170.444,259481.55,3088327.35,324.352,6227557.09,51,27,4.08,1.25,6963.125,1324.967083,18381.04624,3.550916667,Flat/Rolling,0.9
KSRTC-072,Cherpulassery,Palakkad,2023,9,September,47,3.58,361314,66324.97,177.751,270605.88,3088327.35,338.257,6494540.93,51,27,4.08,1.25,7687.531915,1411.169574,18526.52793,3.78193617,Flat/Rolling,0.9
KSRTC-072,Cherpulassery,Palakkad,2023,10,October,48,3.5,348346,68524.66,183.646,279580.61,3088327.35,349.476,6709935.1,51,27,4.08,1.25,7257.208333,1427.597083,19578.47429,3.825958333,Flat/Rolling,0.9
KSRTC-072,Cherpulassery,Palakkad,2023,11,November,48,3.42,350605,69218.43,185.505,282411.19,3088327.35,353.014,6777868.33,51,27,4.08,1.25,7304.270833,1442.050625,20239.30702,3.8646875,Flat/Rolling,0.9
KSRTC-072,Cherpulassery,Palakkad,2023,12,December,48,3.34,324008,63140.08,169.215,257611.53,3088327.35,322.014,6182676.28,51,27,4.08,1.25,6750.166667,1315.418333,18904.21557,3.5253125,Flat/Rolling,0.9
KSRTC-073,Vadakkencherry,Palakkad,2023,1,January,55,4.99,207916,58614.15,157.086,239145.73,2990952.72,298.932,5739497.37,51,27,4.08,1.25,3780.290909,1065.711818,11746.32265,2.856109091,Rolling,0.75
KSRTC-073,Vadakkencherry,Palakkad,2023,2,February,55,5.02,217528,57837.2,155.004,235975.78,2990952.72,294.97,5663418.53,51,27,4.08,1.25,3955.054545,1051.585455,11521.35458,2.818254545,Rolling,0.75
KSRTC-073,Vadakkencherry,Palakkad,2023,3,March,53,5.21,231711,60921.39,163.269,248559.27,2990952.72,310.699,5965422.23,51,27,4.08,1.25,4371.90566,1149.460189,11693.16507,3.08054717,Rolling,0.75
KSRTC-073,Vadakkencherry,Palakkad,2023,4,April,53,5.26,233636,62049.37,166.292,253161.43,2990952.72,316.452,6075874.65,51,27,4.08,1.25,4408.226415,1170.74283,11796.45817,3.137584906,Rolling,0.75
KSRTC-073,Vadakkencherry,Palakkad,2023,5,May,54,5.18,222607,61847.54,165.751,252337.96,2990952.72,315.422,6056110.94,51,27,4.08,1.25,4122.351852,1145.324815,11939.67954,3.069462963,Rolling,0.75
KSRTC-073,Vadakkencherry,Palakkad,2023,6,June,55,4.91,211380,58239.21,156.081,237615.98,2990952.72,297.02,5702783.37,51,27,4.08,1.25,3843.272727,1058.894727,11861.34623,2.837836364,Rolling,0.75
KSRTC-073,Vadakkencherry,Palakkad,2023,7,July,54,4.72,213456,57271.43,153.487,233667.43,2990952.72,292.084,5608018.23,51,27,4.08,1.25,3952.888889,1060.582037,12133.77754,2.842351852,Rolling,0.75
KSRTC-073,Vadakkencherry,Palakkad,2023,8,August,53,5.28,235635,63342.23,169.757,258436.3,2990952.72,323.045,6202471.41,51,27,4.08,1.25,4445.943396,1195.136415,11996.63447,3.202962264,Rolling,0.75
KSRTC-073,Vadakkencherry,Palakkad,2023,9,September,54,5.37,244738,63513.3,170.216,259134.26,2990952.72,323.918,6219222.68,51,27,4.08,1.25,4532.185185,1176.172222,11827.43017,3.152148148,Rolling,0.75
KSRTC-073,Vadakkencherry,Palakkad,2023,10,October,53,5.33,255860,66460.67,178.115,271159.53,2990952.72,338.949,6507828.39,51,27,4.08,1.25,4827.54717,1253.974906,12469.16886,3.360660377,Rolling,0.75
KSRTC-073,Vadakkencherry,Palakkad,2023,11,November,54,5.25,236287,62871.4,168.495,256515.31,2990952.72,320.644,6156367.0,51,27,4.08,1.25,4375.685185,1164.285185,11975.50476,3.120277778,Rolling,0.75
KSRTC-073,Vadakkencherry,Palakkad,2023,12,December,54,5.21,221576,60108.76,161.091,245243.74,2990952.72,306.555,5885849.67,51,27,4.08,1.25,4103.259259,1113.125185,11537.19002,2.983166667,Rolling,0.75
KSRTC-074,Malappuram,Malappuram,2023,1,January,80,6.95,324768,90714.55,243.115,370115.36,4608899.27,462.644,8882769.02,51,27,4.08,1.25,4059.6,1133.931875,13052.45324,3.0389375,Hilly,0.4
KSRTC-074,Malappuram,Malappuram,2023,2,February,76,6.7,308391,90212.93,241.771,368068.75,4608899.27,460.086,8833650.3,51,27,4.08,1.25,4057.776316,1187.012237,13464.61642,3.181197368,Hilly,0.4
KSRTC-074,Malappuram,Malappuram,2023,3,March,78,6.95,331102,92488.93,247.87,377354.83,4608899.27,471.694,9056516.27,51,27,4.08,1.25,4244.897436,1185.755513,13307.75971,3.177820513,Hilly,0.4
KSRTC-074,Malappuram,Malappuram,2023,4,April,80,7.17,353725,97710.0,261.863,398656.8,4608899.27,498.321,9567763.37,51,27,4.08,1.25,4421.5625,1221.375,13627.61506,3.2732875,Hilly,0.4
KSRTC-074,Malappuram,Malappuram,2023,5,May,79,7.29,345289,95481.35,255.89,389563.91,4608899.27,486.955,9349534.07,51,27,4.08,1.25,4370.746835,1208.624684,13097.57888,3.239113924,Hilly,0.4
KSRTC-074,Malappuram,Malappuram,2023,6,June,81,6.81,303923,88737.31,237.816,362048.22,4608899.27,452.56,8689157.67,51,27,4.08,1.25,3752.135802,1095.522346,13030.442,2.936,Hilly,0.4
KSRTC-074,Malappuram,Malappuram,2023,7,July,81,6.54,292942,83839.54,224.69,342065.32,4608899.27,427.582,8209568.02,51,27,4.08,1.25,3616.567901,1035.056049,12819.50153,2.773950617,Hilly,0.4
KSRTC-074,Malappuram,Malappuram,2023,8,August,80,7.21,355901,99509.98,266.687,406000.72,4608899.27,507.501,9744017.0,51,27,4.08,1.25,4448.7625,1243.87475,13801.66158,3.3335875,Hilly,0.4
KSRTC-074,Malappuram,Malappuram,2023,9,September,78,7.33,359159,101457.62,271.906,413947.09,4608899.27,517.434,9934729.69,51,27,4.08,1.25,4604.602564,1300.738718,13841.42156,3.485974359,Hilly,0.4
KSRTC-074,Malappuram,Malappuram,2023,10,October,79,7.31,366733,101309.28,271.509,413341.86,4608899.27,516.677,9920204.37,51,27,4.08,1.25,4642.189873,1282.395949,13858.99863,3.436822785,Hilly,0.4
KSRTC-074,Malappuram,Malappuram,2023,11,November,82,7.2,358027,99004.93,265.333,403940.11,4608899.27,504.925,9694562.67,51,27,4.08,1.25,4366.182927,1207.377195,13750.68472,3.235768293,Hilly,0.4
KSRTC-074,Malappuram,Malappuram,2023,12,December,81,7.01,347939,89165.76,238.964,363796.3,4608899.27,454.745,8731111.36,51,27,4.08,1.25,4295.54321,1100.811852,12719.79458,2.95017284,Hilly,0.4
KSRTC-075,Perinthalmanna,Malappuram,2023,1,January,71,7.96,225141,103488.75,277.35,422234.1,5135522.07,527.793,10133618.04,51,27,4.08,1.25,3171.0,1457.588028,13001.09925,3.906338028,Flat/Rolling,0.9
KSRTC-075,Perinthalmanna,Malappuram,2023,2,February,68,7.95,220532,99517.19,266.706,406030.14,5135522.07,507.538,9744723.47,51,27,4.08,1.25,3243.117647,1463.488088,12517.88553,3.922147059,Flat/Rolling,0.9
KSRTC-075,Perinthalmanna,Malappuram,2023,3,March,71,8.1,250091,105096.25,281.658,428792.7,5135522.07,535.991,10291024.77,51,27,4.08,1.25,3522.408451,1480.228873,12974.84568,3.967014085,Flat/Rolling,0.9
KSRTC-075,Perinthalmanna,Malappuram,2023,4,April,69,8.31,242494,106104.62,284.36,432906.85,5135522.07,541.134,10389764.24,51,27,4.08,1.25,3514.405797,1537.748116,12768.30566,4.12115942,Flat/Rolling,0.9
KSRTC-075,Perinthalmanna,Malappuram,2023,5,May,69,8.35,240979,105645.3,283.129,431032.82,5135522.07,538.791,10344788.21,51,27,4.08,1.25,3492.449275,1531.091304,12652.13174,4.103318841,Flat/Rolling,0.9
KSRTC-075,Perinthalmanna,Malappuram,2023,6,June,69,8.03,227820,99069.98,265.508,404205.52,5135522.07,505.257,9700932.03,51,27,4.08,1.25,3301.73913,1435.796812,12337.48194,3.847942029,Flat/Rolling,0.9
KSRTC-075,Perinthalmanna,Malappuram,2023,7,July,68,7.65,221092,93536.9,250.679,381630.55,5135522.07,477.038,9159133.24,51,27,4.08,1.25,3251.352941,1375.542647,12227.04575,3.686455882,Flat/Rolling,0.9
KSRTC-075,Perinthalmanna,Malappuram,2023,8,August,70,8.55,249204,106483.87,285.377,434454.19,5135522.07,543.068,10426900.15,51,27,4.08,1.25,3560.057143,1521.198143,12454.2538,4.076814286,Flat/Rolling,0.9
KSRTC-075,Perinthalmanna,Malappuram,2023,9,September,70,8.69,262333,109421.13,293.249,446438.21,5135522.07,558.048,10714516.72,51,27,4.08,1.25,3747.614286,1563.159,12591.6145,4.189271429,Flat/Rolling,0.9
KSRTC-075,Perinthalmanna,Malappuram,2023,10,October,67,8.51,258646,116401.77,311.957,474919.22,5135522.07,593.649,11398061.1,51,27,4.08,1.25,3860.38806,1737.339851,13678.23384,4.656074627,Flat/Rolling,0.9
KSRTC-075,Perinthalmanna,Malappuram,2023,11,November,70,8.41,255324,108783.39,291.539,443836.23,5135522.07,554.795,10652069.33,51,27,4.08,1.25,3647.485714,1554.048429,12935.00476,4.164842857,Flat/Rolling,0.9
KSRTC-075,Perinthalmanna,Malappuram,2023,12,December,68,8.05,236235,105157.24,281.821,429041.54,5135522.07,536.302,10296997.16,51,27,4.08,1.25,3474.044118,1546.43,13063.01118,4.144426471,Flat/Rolling,0.9
KSRTC-076,Nilambur,Malappuram,2023,1,January,64,3.67,177572,77915.93,208.815,317896.99,3979316.2,397.371,7629527.46,51,27,4.08,1.25,2774.5625,1217.436406,21230.49864,3.262734375,Flat/Rolling,0.9
KSRTC-076,Nilambur,Malappuram,2023,2,February,64,3.65,177887,75032.63,201.087,306133.13,3979316.2,382.666,7347195.49,51,27,4.08,1.25,2779.484375,1172.384844,20556.88493,3.141984375,Flat/Rolling,0.9
KSRTC-076,Nilambur,Malappuram,2023,3,March,64,3.73,184559,82271.43,220.487,335667.43,3979316.2,419.584,8056018.42,51,27,4.08,1.25,2883.734375,1285.491094,22056.68365,3.445109375,Flat/Rolling,0.9
KSRTC-076,Nilambur,Malappuram,2023,4,April,66,3.9,188964,82498.93,221.097,336595.63,3979316.2,420.745,8078294.85,51,27,4.08,1.25,2863.090909,1249.983788,21153.57179,3.349954545,Flat/Rolling,0.9
KSRTC-076,Nilambur,Malappuram,2023,5,May,63,3.97,190418,83466.11,223.689,340541.73,3979316.2,425.677,8173001.03,51,27,4.08,1.25,3022.507937,1324.858889,21024.20907,3.550619048,Flat/Rolling,0.9
KSRTC-076,Nilambur,Malappuram,2023,6,June,67,3.65,172037,77294.53,207.149,315361.68,3979316.2,394.202,7568679.95,51,27,4.08,1.25,2567.716418,1153.649701,21176.58356,3.091776119,Flat/Rolling,0.9
KSRTC-076,Nilambur,Malappuram,2023,7,July,64,3.52,163430,74287.19,199.09,303091.74,3979316.2,378.865,7274201.26,51,27,4.08,1.25,2553.59375,1160.737344,21104.31534,3.11078125,Flat/Rolling,0.9
KSRTC-076,Nilambur,Malappuram,2023,8,August,66,3.73,189894,82815.27,221.945,337886.3,3979316.2,422.358,8109270.97,51,27,4.08,1.25,2877.181818,1254.776818,22202.48525,3.36280303,Flat/Rolling,0.9
KSRTC-076,Nilambur,Malappuram,2023,9,September,64,3.98,199124,88484.76,237.139,361017.82,3979316.2,451.272,8664427.33,51,27,4.08,1.25,3111.3125,1382.574375,22232.35176,3.705296875,Flat/Rolling,0.9
KSRTC-076,Nilambur,Malappuram,2023,10,October,64,3.94,215267,88727.99,237.791,362010.2,3979316.2,452.513,8688244.53,51,27,4.08,1.25,3363.546875,1386.374844,22519.79442,3.715484375,Flat/Rolling,0.9
KSRTC-076,Nilambur,Malappuram,2023,11,November,63,3.96,195120,83782.99,224.538,341834.6,3979316.2,427.293,8204029.9,51,27,4.08,1.25,3097.142857,1329.88873,21157.32071,3.564095238,Flat/Rolling,0.9
KSRTC-076,Nilambur,Malappuram,2023,12,December,64,3.78,179757,78744.84,211.036,321278.95,3979316.2,401.599,7710694.42,51,27,4.08,1.25,2808.703125,1230.388125,20831.96825,3.2974375,Flat/Rolling,0.9
KSRTC-077,Ponnani,Malappuram,2023,1,January,58,5.32,156661,47916.56,128.416,195499.56,2432735.12,244.374,4691989.27,51,27,4.08,1.25,2701.051724,826.1475862,9006.87218,2.214068966,Rolling,0.75
KSRTC-077,Ponnani,Malappuram,2023,2,February,59,5.31,166110,46443.61,124.469,189489.93,2432735.12,236.862,4547758.64,51,27,4.08,1.25,2815.423729,787.1798305,8746.442561,2.109644068,Rolling,0.75
KSRTC-077,Ponnani,Malappuram,2023,3,March,58,5.5,162414,48458.95,129.87,197712.52,2432735.12,247.141,4745100.03,51,27,4.08,1.25,2800.241379,835.4991379,8810.718182,2.239137931,Rolling,0.75
KSRTC-077,Ponnani,Malappuram,2023,4,April,60,5.61,178947,52058.37,139.516,212398.15,2432735.12,265.498,5097555.64,51,27,4.08,1.25,2982.45,867.6395,9279.566845,2.325266667,Rolling,0.75
KSRTC-077,Ponnani,Malappuram,2023,5,May,58,5.48,176131,51049.39,136.812,208281.51,2432735.12,260.352,4998755.84,51,27,4.08,1.25,3036.741379,880.1618966,9315.582117,2.358827586,Rolling,0.75
KSRTC-077,Ponnani,Malappuram,2023,6,June,58,5.36,160776,47566.9,127.479,194072.95,2432735.12,242.591,4657751.15,51,27,4.08,1.25,2772.0,820.1189655,8874.421642,2.197913793,Rolling,0.75
KSRTC-077,Ponnani,Malappuram,2023,7,July,59,5.12,152953,43395.45,116.3,177053.44,2432735.12,221.317,4249281.99,51,27,4.08,1.25,2592.423729,735.5161017,8475.673828,1.971186441,Rolling,0.75
KSRTC-077,Ponnani,Malappuram,2023,8,August,59,5.61,175870,51442.55,137.866,209885.6,2432735.12,262.357,5037254.34,51,27,4.08,1.25,2980.847458,871.9076271,9169.795009,2.336711864,Rolling,0.75
KSRTC-077,Ponnani,Malappuram,2023,9,September,60,5.81,192091,52608.42,140.991,214642.35,2432735.12,268.303,5151416.92,51,27,4.08,1.25,3201.516667,876.807,9054.805508,2.34985,Rolling,0.75
KSRTC-077,Ponnani,Malappuram,2023,10,October,59,5.74,188559,53615.72,143.69,218752.14,2432735.12,273.44,5250051.37,51,27,4.08,1.25,3195.915254,908.7410169,9340.71777,2.435423729,Rolling,0.75
KSRTC-077,Ponnani,Malappuram,2023,11,November,60,5.79,177803,51772.66,138.751,211232.45,2432735.12,264.041,5069579.02,51,27,4.08,1.25,2963.383333,862.8776667,8941.737478,2.312516667,Rolling,0.75
KSRTC-077,Ponnani,Malappuram,2023,12,December,59,5.41,171500,49930.03,133.812,203714.52,2432735.12,254.643,4889148.14,51,27,4.08,1.25,2906.779661,846.2716949,9229.210721,2.268,Rolling,0.75
KSRTC-078,Tirur,Malappuram,2023,1,January,54,6.77,289601,79293.25,212.506,323516.46,3976850.67,404.396,7764394.78,51,27,4.08,1.25,5362.981481,1468.393519,11712.44461,3.935296296,Flat/Rolling,0.9
KSRTC-078,Tirur,Malappuram,2023,2,February,54,6.83,279412,76254.2,204.361,311117.14,3976850.67,388.896,7466811.32,51,27,4.08,1.25,5174.296296,1412.114815,11164.59736,3.784462963,Flat/Rolling,0.9
KSRTC-078,Tirur,Malappuram,2023,3,March,54,7.18,299579,77972.02,208.965,318125.84,3976850.67,397.657,7635020.47,51,27,4.08,1.25,5547.759259,1443.926296,10859.61281,3.869722222,Flat/Rolling,0.9
